fecha_actualizacion,id_eess,id_producto_bsa,fecha_ultima_venta,saldo_octano,saldo_bsa,saldo_planta
2026-08-03 03:47:33,2916,7,2026-08-01 10:10:47,95963.503,82.906,97142.222
2026-08-03 03:47:33,2928,3,2026-07-16 11:01:39,489103.97,0.0,547799.6145
2026-08-03 03:47:33,2928,7,2026-08-02 19:27:51,4680117.8669,194627.7257,4680117.8669
2026-08-03 03:47:33,2929,2,2026-08-01 13:38:02,65470.9959,1613.5789,65470.9959
2026-08-03 03:47:33,2929,3,2026-06-03 08:14:32,0.0398,0.0,0.0398
2026-08-03 03:47:33,2929,7,2026-08-02 21:50:56,74982.9717,2944.1343,77041.2462
2026-08-03 03:47:33,2929,10,2026-06-03 08:14:32,31540.8403,0.0,31540.9881
2026-08-03 03:47:33,2931,2,2026-08-02 12:28:23,-431148.1608,74068.3006,-426194.7022
2026-08-03 03:47:33,2940,2,2026-07-31 22:26:13,-8090.5678,3928.9,-10310.9066
2026-08-03 03:47:33,2946,2,2026-08-02 04:35:24,185577.1395,216.6968,187893.7775
2026-08-03 03:47:33,2946,3,2026-06-03 06:26:53,0.0,0.0,0.0
2026-08-03 03:47:33,2946,7,2026-08-02 16:53:56,265323.2044,49759.0231,266983.6844
