id_eess_saldo,id_entidad,latitud,longitud,nombreEstacion,direccion,id_departamento
3159,43475,-17.7640829,-63.0711154,SUCURSAL ESTACION DE SERVICIO LA TECA SANTA CRUZ - COTOCA,CARRETERA SANTA CRUZ - COTOCA KM. 8,7
3160,41838,-17.3421332,-63.2695532,ESTACION DE SERVICIO SUR S.R.L.-SUCURSAL MONTE VERDE,AV. CIRCUNVALACION ANTES IBAÑEZ ESQ. EX COMBATIENES UV 6 MZ 1 - MONTERO,7
3161,45152,-16.3827867,-60.957375,GASOBOL,"AVENIDA LAS AMERICAS, ESQUINA HEROES DEL CHACO S/N, SAN IGNACIO DE VELASCO",7
3162,73945,-17.74838,-62.96769,ESTACION DE SERVICIO EL GASOMETRO S.R.L.,AVENIDA SEGUNDO ANILLO DE CIRCUNVALACION CARRETERA A TRINIDAD,7
3164,36445,-19.024543,-65.2768119,ESTACION DE SERVICIO JUANA AZURDUY,SUCRE - AV. JUANA AZURDUY DE PADILLA NRO S/N ZONA : TUCSUPAYA,1
3166,48311,-16.079599,-68.671898,ESTACION DE SERVICIO ACHACACHI,"CARRETERA DOBLE VIA ACHACACHI ? HUARINA, KJASINA DE LA PROVINCIA OMASUYOS",2
3168,38422,-17.3960518,-66.2860897,CENTRO DE SERVICIOS PETROCEL,ERNESTO CESPEDES S/N - QUILLACOLLO,3
3169,43888,-16.6947961,-60.9696881,ESTACION DE SERVICIO GEOPETROL,AV. 29 DE SEPTIEMBRE NRO. S/N ZONA BARRIO SAN MIGUEL,7
3170,53122,-11.4869429,-67.2438598,ESTACION DE SERVICIOS PETRORIBER S.R.L.,CARRETERA  RIBERALTA ?COBIJA  KM. 195  LOCALIDAD EL SENA,9
3171,47747,-17.6036075,-66.0328372,ESTACION DE SERVICIO PAPU S.R.L.,"AVENIDA LOS LIBERTADORES Nro S/N, ZONA LADERA LOTE Nro 30 MANZANO D",3
3172,43889,-17.5925235,-62.5093402,ESTACION DE SERVICIO KM. 75 S.R.L.,CARRETERA PUERTO SUAREZ KM. 75 NRO. S/N ZONA PAILON,7
3174,54422,-18.41907,-66.58382,LLALLAGUA I,"PROVINCIA RAFAEL BUSTILLOS, CARRETERA LLALLAGUA - ORURO, ENTRE DIAGONAL JAIME MENDOZA DEL DEPARTAMENTO DE POTOSI",5
3175,4997,-19.5782781,-65.7650928,TERMINAL DE BUSES,AV. UNIVERISTARIA BARRIO SAN CLEMENTE,5
3178,51728,-18.464239,-63.125011,ESTACION DE SERVICIO CABEZAS,"CARRETERA SANTA CRUZ - CAMIRI KM 122, CABEZAS",7
3181,51821,-14.0797839,-66.7948151,SANTA ROSA PERLA DEL BENI S.R.L.,AV. BOLIVAR ESQ. CALLE MIGUEL SIMON NRO. S/N ZONA SANTA ROSA DE YACUMA,8
3182,52534,-16.16705,-69.08117,ESTACION DE SERVICIO COPACABANA,ZONA VILLA BELLA CRUZ AV. JOSE P MEJIA ENTRE CALLE ENTRE RIOS Y CALLE S/N,2
3184,50385,-15.912166,-63.213917,GUARAYOS,"CARRETERA SANTA CRUZ ? GUARAYOS, PROVINCIA GUARAYOS, DEL DEPARTAMENTO DE SANTA CRUZ",7
3185,4985,-18.177048,-63.86916,SAMAIPATA,CALLE BARRIENTOS 65 CARRETERA A SANTA CRUZ,7
3186,57063,-17.6101,-63.16148,ESTACION DE SERVICIO SOMOS GAS S.R.L.,"WARNES - AV. NORTE  N. L7 UV: S/N, MZNO: 155, ZONA: URB. EL BIBOSI ",7
3187,53690,-18.27507,-63.125011,ESTACION DE SERVICIO MORA,CARRETERA SANTA CRUZ - CAMIRI / LOCALIDAD MORA,7
3191,11366,-19.7913123,-63.2003492,ESTACION DE SERVICIO COLINDRES,"CHARAGUA -AV. JOSE UGARTE NO.S/N, UV: S/N, MZNO: 95, ZONA: CENTRAL",7
3192,60287,-17.37233,-66.16903,ESTACION DE SERVICIO DELAASUNCION-AMERICA S.R.L.,AV. AMERICA ESQUINA DANIEL ALBORNOZ NRO. S/N MZNO: 064 ZONA: NOROESTE,3
3194,54631,-17.41592,-66.15834,ESTACION DE SERVICIO RG YOSITA,AV. FUERZA AEREA ESQ. AV. DEL CABILDO NRO. 2433 ZONA ZUD JAYHUAYCO,3
3196,38598,-16.5458534,-68.0927863,"GRUPO EMPRESARIAL ""VIRGEN DE LOS ALAMOS"" S.R.L.","AV. LOS ALAMOS ESQUINA AV. COSTANERA N. 10, ZONA LA FLORIDA, LA PAZ",2
3199,57882,-17.81083,-63.20802,REYNALDO CORTEZ QUISPE,AV. 4TO ANILLO NRO. LOTE 17 ZONA SUD-OESTE-DISTRITO NRO10,7
3200,24565,-16.5625911,-68.194619,GAS SAN FELIPE,CALLE BOQUERON NRO 1067,2
3202,7914,-18.0810728,-63.4483486,PARTICIPACIONES E INVERSIONES EN GAS S.A.,"CARRETERA ANTIGUA A COCHABAMBA KM 45 ACERA IZQUIERDA, A 2 KM DEL HOSPITAL DERMATOLOGICO  JOROCHITO",7
3203,52937,-17.76677,-63.10994,SUCURSAL - MONTECRISTO,B/MONTE CRISTO 9NO ANILLO CARRETERA A COTOCA,7
3204,8025,-17.8469,-63.20895,ESTACION DE SERVICIO CLUB GAZEL SRL,SEPTIMO ANILLO ENTRE AV. MOSCU Y VILLA OLIMPICA,7
3205,15388,-11.0299884,-66.0582275,GASPETROL,AV. VERDOLAGO ESQ. AV SIMON BOLIVAR,8
3206,58454,-15.7802,-67.687202,"""CANIAX S.R.L.""",CANTON ILAVAYA COMUNIDAD ATAHUALLPANI NRO. S/N ZONA KONCORASPAMPA,2
3207,58530,-16.823071,-63.485531,ESTACION DE SERVICIO SAYE S.R.L.,CARR. SANTA CRUZ - COLONIA SAN JUAN DEL PIRAI NRO. S/N ZONA SUR DISTRITO 7,7
3208,57635,-17.82793,-60.7745,ESTACION DE SERVICIO BIANCA,SAN JOSE DE CHIQUITOS - CARRETERA SANTA CRUZ A SAN JOSE DE CHIQUITOS Nro S/N UV: S/N MZNO: S/N ZONA: ESTE.,7
3211,47967,-17.37278,-66.11232,GUADELOUPE GROUP S.R.L.,SACABA-AV. CIRCUNVALACION Nro S/N UV. S/N MZO. 8 ZONA MESADILLA,3
3212,38127,-17.763298,-64.855535,"ESTACION DE SERVICIO ""POJO""",POJO - LC POJO NRO S/N UV: S/N MZNO: S/N  ZONA: POJO,3
3213,49505,-16.99313,-65.213188,INVERSIONES Y SERVICIOS TRUJILLO ORELLANA S.R.L.,AV. PANAMERICANA L.C LAUCA NRO. S/N ZONA LAUCA EÑE,3
3216,8177,-19.7801471,-63.1824397,SURTIDOR VIRGEN DE CHARAGUA S.R.L.,"CHARAGUA - AV. JOSE UGARTE Nro1, UV: 12A MZNO: 17, ZONA ESTE",7
3218,63006,-15.82981,-67.57825,ESTACION DE SERVICIO CARANAVI,ZONA SUB URBANA (SECTOR BRONCINI) AVENIDA EL CAFETAL LOTE 1-MANZANO 004,2
3220,61628,-16.495899,-68.134323,"ESTACION DE SERVICIO ""ESCOMA"" S.R.L.",ESCOMA - CARRETERA ESCOMA NRO S/N UV: S/N MZNO: S/N ZONA: CENTRAL,2
3221,27328,-15.6316718,-68.7003879,SUCURSAL NO. 1,CALLE LOS PINOS S/N ZONA BARRIO QUIABAYA,2
3222,60725,-17.31787,-63.28506,SURTIDOR TORRIAYALA,"MONTERO - CARRETERA MONTERO A PORTACHUELO, DISTRITO 1 Nro 00 UV: 61 MZNO: 95 ZONA: NORTE OESTE",7
3224,5069,-13.632944,-61.735249,BELLA VISTA (INTERVENIDA),AV. COSTANERA FINAL S/N,7
3225,23108,-16.353693,-58.409771,ANGEL SANDOVAL - SAN MATIAS (INTERVENIDA),AV. CIRCUNVALACION CARRETERA BIOCEANICA - ZONA COPACABANA,7
3227,7932,-17.53003,-63.16196,ESTACION DE SERVICIO ORTIZ S.R.L.,WARNES - CARRETERA SANTA CRUZ - MONTERO KM. 28 Nro S/N ZONA: NORTE,7
3232,64560,-18.34538,-59.76442,ROBORE - YPFB,"ROBORE, CARRETERA A SANTA CRUZ - PUERTO SUAREZ, BARRIO 19 DE MARZO A LADO DE LA ESTACION DE REGASIFICACION ESR - FRENTE A LA TERMINAL DE BUSES, PROVINCIA CHIQUITOS DEL DEPARTAMENTO DE SANTA CRUZ.",7
3233,69203,-14.43446,-67.50386,ESTACION DE SERVICIO RURRENABAQUE Y.P.F.B.,"CARRETERA A YUCUMO, NRO: S/N, SECTOR LA TRANCA LOCALIDAD: RURRENABAQUE, POV. JOSE BALLIVIAN-BENI",8
3234,66283,-17.38434,-66.36018,PETROCEL S.R.L.,AV. ERNESTO CESPEDES NRO. SIN NUMERO ZONA CENTRAL,3
3236,73162,-18.88108,-66.7605,ESTACION DE SERVICIO AZANAQUE S.R.L.,CARRETERA PANAMERICANA CHALLAPATA-POTOSI KM 1 NRO. SIN NRO MERO ZONA ALTO DE LA ALIANZA,4
3237,64772,-17.34876,-66.19041,LA PATRIA S.R.L.,CHAPISIRCA NRO. SN ZONA CHILIMARCA,3
3238,60274,-16.1268,-67.19264,"ESTACION DE SERVICIO ""DARTAÑAN""",ESPERANZA NRO. SN ZONA VILLA ESPERANZA LA ASUNTA - LA PAZ,2
3239,7876,-17.3534306,-63.2510433,"ESTACION DE SERVICIO ""S.J.""SRL",MONTERO-AV. CIRCUNVALACION PROLONGACION LIBERTAD Nro S/N ZONA: SUR,7
3241,1087,-15.31807,-68.22382,ESTACION DE SERVICIO GERENCIA AYMARA S.R.L.,C/ MAPIRI CAMINO GUANAY NRO S/N Z/ GERENCIA,2
3242,63860,-17.98365,-63.37565,CENTRO DE COMERCIO SANTA RITAKM32 S.R.L.,EL TORNO NRO. LOTE 9 ZONA NOROESTE,7
3243,64015,-16.12827,-62.02941,ESTACION DE SERVICIO GASOCONCE,"MUNICIPIO DE CONCEPCION AVENIDA LOS TAJIBOS Nro S/N UV: 20 MZNO: 10 ZONA: NOR OESTE, PROVINCIA ÑUFLO DE CHAVEZ",7
3244,63303,-15.41407,-63.70902,E.S. ANTO,"CARRETERA A TRINIDAD, COMUNIDAD CERRO GRANDE NRO. S/N ZONA S/N",7
3246,67615,-16.57789,-68.18475,"ESTACION DE SERVICIO ""ALIMARC"" INTER GAS BOLIVIA S.R.L.",AV. 6 DE MARZO NRO. SIN NUMERO ZONA URB. PUCARANI INDUSTRIAL,2
3251,64709,-17.45525,-65.81434,ESTACION DE SERVICIO VIRGEN DE LAS ANGUSTIAS S.R.L.,CAMINO A TIRAQUE NRO. 00 ZONA SUD,3
3252,58489,-16.50814,-68.26291,"ESTACION DE SERVICIO ""GALAXIA"" S.R.L.",CARRETERA A LAJA NRO. S/N ZONA COMUNIDAD TACACHIRA,2
4016,7980,-15.8326064,-67.563948,ESTACION DE SERVICIO FLOR DE CAÑA S.R.L.,CARANAVI - CARANAVI CALLE LITORAL S/N,2
4018,7925,-17.4004209,-63.8206963,ESTACION DE SERVICIOS JATUMPAMPA S.R.L. ,AV. TOMAS DE LESSON ESQ. TARTAGAL,7
4023,8067,-16.9934356,-65.2570371,ESTACION DE SERVICIO FATIMA S.R.L.,CARRETERA COCHABAMBA-SANTA CRUZ KM 180 S/N SHINAHOTA,3
4024,12115,-16.9267953,-62.6109131,ESTACION DE SERVICIO ARNEZ,SANTA CRUZ - SAN JULIAN - CARRETERA AL BENI KM 180 UV: 021 MZNO: 001 ZONA: ESTE,7
4026,7797,-16.9969531,-65.1487478,ESTACION DE SERVICIO TRUJILLO ORELLANA,AVENIDA  PANAMERICANA NRO S/N  ZONA CENTRAL CHIMORE,3
4027,15598,-16.1233033,-67.1953432,ESTACION DE SERVICIO MEJIA S.R.L.,LA ASUNTA - CARRETERA LA ASUNTA - CHARIA Nro S/N ZONA S/Z,2
4029,1712,-17.4387464,-66.1622075,ESTACION DE SERVICIO LORETO S.R.L.- SUCURSAL COCHABAMBA I,AV. PANAMERICANA ENTRE SANTA BARBARA Y SANTA INES,3
