id_eess_saldo,id_entidad,latitud,longitud,nombreEstacion,direccion,id_departamento
1724,7692,-17.7843738,-63.2042883,ESTACION DE SERVICIO EL ARROYO S.R.L,SANTA CRUZ-AV.ROQUE AGUILERA NRO 57,7
1744,7676,-17.7624926,-63.1804778,ESTACION DE SERVICIO RIVERO,AV.CRISTO REDENTOR ESQ/CALLE GUSTAVO PARADA NRO S/N ZONA NORTE,7
1766,8020,-17.7999251,-63.1804644,ESTACION DE SERVICIO SUR S.R.L.,AV SANTOS DUMONT Y SEGUNDO ANILLO,7
1784,2849,-17.7694521,-63.178765,ESTACION DE SERVICIO SUR SRL SUCURSAL 1,AV. BENI ESQ. SOROTOCO ZONA DEL SEGUNDO ANILLO,7
1805,12252,-17.7690766,-63.1710844,REFINERIA ORIENTAL S.A.,AVENIDA ALEMANIA ESQ. TOTAI S/N UV. 16. MZ. 17. ZONA NOR ESTE.,7
1806,22248,-17.7598265,-63.1707782,SURTIDOR CLUBOL,AV: PEDRO RIVERA 3ER ANILLO INTERNO ENTRE ALEMANA Y BENI,7
1824,12396,-17.7859093,-63.204505,ESTACION DE SERVICIO PIRAI S.R.L.,AV. ROCA CORONADO S/N/3ER ANILLO INT. UV. 30. MZ. 65. ZONA BARRIO SANTA ROSITA.,7
1844,12253,-17.7824886,-63.16346,REFINERIA ORIENTAL S.A. SUCURSAL BARRIO LAZARETO,UV. 21. MZ. 1. AV. VIRGEN DE COTOCA ESQUINA PERIMETRAL.,7
1845,7730,-17.7593876,-63.1796311,GASCO S.R.L.,SANTA CRUZ - AV. BANZER 3ER ANILLO INTERNO Nro S/N MZNO: OE07 ZONA: NORTE,7
1846,7796,-17.80347,-63.16377,ESTACION DE SERVICIO ELISA SRL.,SANTA CRUZ-AV. JUAN PABLO II TERCER ANILLO INTERNO NRO S/N  ZONA:POLANCO,7
1887,7777,-17.7704092,-63.1572086,"""Z & Z"" LTDA.",SANTA CRUZ - AV. PARAGUA 3ER ANILLO Nro 1050 ZONA: NOR ESTE,7
1924,25092,-17.754287,-63.1968214,REFINERIA ORIENTAL S.A. SUCURSAL ZONA 4 ANILLO FRENTE A BUFALO PARK - S.C.,AVENIDA ALEMANIA ESQ. TOTAI S/N UV. 16. MZ. 17. ZONA NOR ESTE.,7
1926,7680,-17.8017147,-63.2150731,ESTACION DE SERVICIO 3F OIL S.R.L.,SANTA CRUZ 4 ANILLO S/N UV:111 MZNO: 004 ZONA : BARRIO LOS BOSQUES,7
1927,11545,-17.7504503,-63.1748014,SURTIDOR VARDONA,SANTA CRUZ - BARRIO HAMACAS AV. CRISTO REDENTOR Nro5325 UV: 37 MZNO: 21 EDIFICIO: SURTIDOR VARDONA ZONA: NORTE,7
1928,7832,-17.8162752,-63.1831452,"ESTACION DE SERVICIO ""SANTOS DUMONT NOGALES""",AV.SANTOS DUMONT 3ER. ANILLO EXTERNO,7
1944,39703,-17.8058243,-63.197873,SUCURSAL TERCER ANILLO INTERNO FRENTE CANCHITA ROYAL,AV. ROQUE AGUILERA ESQ. ANGEL SANDOVAL,7
1945,7757,-17.7942547,-63.2170198,ESTACION DE SERVICIO LOS MANGALES S.R.L.,4TO ANILLO ENTRE RADIAL 19 Y FINAL PIRAI,7
1964,7867,-17.8061616,-63.1549375,ESTACION DE SERVICIO SAN LUIS,AVENIDA 4TO ANILLO ESQ. RADIAL 10 S/N BARRIO POLANCO,7
1965,8004,-17.8115923,-63.1870473,ESTACION DE SERVICIOS SANTA MARIA,AV. TOMAS DE LESSON ESQ. TARTAGAL S/N,7
1984,7672,-17.7760359,-63.1538073,"ESTACION DE SERVICIO ""GUAPAY""",SANTA CRUZ - AV. GUAPAY ESQ. AV. JAPON TERCER ANILLO EXTERNO Nro S/N ZONA: ESTE,7
2190,12400,-17.837806,-63.2381759,ESTACION DE SERVICIO PIRAI S.R.L. - SUCURSAL AV. DOBLE VIA LA GUARDIA ESQ. OCTAVO ANILLO.,KM. 8 DOBLE VIA LA GUARDIA.,7
2192,8005,-17.8502938,-63.1823348,ESTACION DE SERVICIO PALMASOLA,KM.6 CARRETERA A PALMASOLA,7
2193,2850,-17.7256968,-63.1652632,ESTACION DE SERVICIO SUR SRL SUCURSAL 2,CARRETERA AL NORTE Y SEPTIMO ANILLO.,7
2204,7700,-17.8045879,-63.2253595,ESTACION DE SERVICIO QUINTO ANILLO S.R.L.,SANTA CRUZ - RADIAL 17 1/2 QUINTO ANILLO S/N NRO S/N MZNO: 54 ZONA: SUR,7
2205,7887,-17.8676356,-63.1665509,SURTIDOR EL PALMAR,SANTA CRUZ - AV. EL PALMAR Nro S/N MZNO: 070 ZONA: LOS LOTES,7
2207,7889,-17.7571913,-63.1325881,"ESTACION DE SERVICIO ""PANTANAL DEL ORIENTE""",SANTA CRUZ - AVENIDA PERIMETRAL S/N PARQUE INDUSTRIAL MZNO: 40 ZONA: ESTE,7
2208,7964,-17.7127423,-63.1603234,ESTACION DE SERVICIO TOTAITU N&T S.R.L.,SANTA CRUZ-BARRIO KATALUÑA AVENIDA AL NORTE KM 7 1/2 NRO S/N ZONA: NORTE,7
2224,1874,-17.8278727,-63.2030328,ESTACION DE SERVICIO MORAGRANDE S.R.L. SUCURSAL I,AVENIDA MOSCU Y 5TO ANILLO DE CIRCUNVALACION,7
2225,7989,-17.8314589,-63.1852768,ESTACION DE SERVICIO MORAGRANDE S.R.L.,SANTA CRUZ - AV. SANTOS DUMONT Nro S/N ZONA: 5TO ANILLO,7
2227,7907,-17.8373899,-63.1274889,"ESTACION DE SERVICIO ""LAS ORQUIDEAS"" S.R.L.",SANTA CRUZ - AV. PAURITO Nro S/N ZONA: PLAN 3000,7
2228,7673,-17.3393366,-66.2142654,KHORA ESTACION DE SERVICIO,AV. KHORA Y CALLE ENRIQUE FIEBIK NO. S/N ZONA: TIQUIPAYA,3
2229,58190,-17.79148,-63.14061,REFRIGAS S.R.L.,AV. CUMAVI C/1 B/ERMENCA,7
2230,7773,-17.7605132,-63.0169214,ESTACION DE SERVICIO EL TAROPE,SANTA CRUZ - KM. 16 CARRETERA A COTOCA S/N ZONA: ESTE,7
2249,4111,-21.9033994,-63.6334713,ESTACION DE SERVICIO M.WARRIOR S.R.L.,YACUIBA - CARRETERA A SANTA CRUZ KM. 10 Nro: S/N UV: S/N MZNO: S/N ZONA: CAMPO PAJOSO,6
2250,8167,-17.8112985,-63.1621672,"SERVICIOS GENERALES ""LA CAÑADA S.R.L.""",SANTA CRUZ - AV. SAN AURELIO 4TO ANILLO Nro S/N UV:46 MZNO:26 EDIFICIO: A/N ZONA: SUR,7
2251,4152,-21.9605622,-63.6593848,ESTACION DE SERVICIO EL TERO TERO,CARRETERA A SANTA CRUZ KM 4 Nro S/N ZONA CAMPO GRANDE,6
2264,7803,-17.7977025,-63.2034195,LAS PALMAS S.R.L.,SANTA CRUZ - 3 TERCER ANILLO INTERNO AV. ROQUE AGUILERA Nro S/N ZONA: 3ER ANILLO  INTERNO,7
2284,7754,-17.8599283,-63.2630771,ESTACION DE SERVICIO JOSE JALDIN S.R.L.,SANTA CRUZ - CARRETERA A COCHABAMBA KM 11 Nro S/N ZONA: OESTE,7
2289,7972,-16.4955841,-68.1308947,GAS CENTRO S.R.L.,LA PAZ-CALLE INDABURO NO. 1396 ZONA: CENTRAL,2
2291,7785,-17.3915712,-66.2155809,ESTACION DE SERVICIO URKUPIÑA,COCHABAMBA AV. BLANCO GALINDO KM. 6 1/2 (COLCAPIRHUA),3
2292,7910,-16.498132,-68.1164464,RACING GAS S.R.L.,LA PAZ CALLE VENEZUELA NRO 22 ZONA VILLA SAN ANTONIO BAJO,2
2295,39464,-17.3602861,-66.1726928,ESTACION DE SERVICIO SEÑOR SANTIAGO SUCURSAL 1,AV. MELCHOR PEREZ DE OLGUIN ESQ. AV. CIRCUNVALACION,3
2297,8071,-17.3636363,-66.2295043,ESTACION DE SERVICIO MAX MAMANGUEÑO,AV. REDUCTO S/N ZONA CUATRO ESQUINAS,3
2304,1527,-16.620387,-68.182903,EDUARDO YUPANQUI QUISPE SUCURSAL VENTILLA,"EL ALTO, CARRETERA A ORURO NRO 100, LOCALIDAD VENTILLA",2
2305,7669,-17.205887,-64.5189559,CARRASCO S.R.L. COMERCIALIZADORA DE HIDROCARBUROS,COCHABAMBA- CALLE CHIRIGUANO ESQ. LAIME Nro 42: ZONA SARCOBAMBA,3
2306,730,-17.3651061,-66.1602441,ESTACION DE SERVICIO URKUPIÑA I,COCHABAMBA AV. CIRCUNVALACION - ESQUINA FRANCISCO BEDREGAL,3
2307,7761,-17.4252143,-66.1330358,ESTACION DE SERVICIO SEÑOR SANTIAGO,COCHABAMBA - AV. SIGLO XX NRO 326 ZONA SUD,3
2308,7712,-17.4450822,-66.1379925,ESTACION DE SERVICIO RIOJA,AV. PETROLERA KM 4.5,3
2317,1046,-17.8233344,-63.1839301,COMPAÑIA COMERCIAL DE GAS COMPRIMIDO CGC SRL SUCURSAL SANTA CRUZ,AV. SANTOS DUMONT 4 TO ANILLO,7
2326,8173,-17.8009,-63.12769,ESTACION DE SERVICIO DICOR S.R.L,AV. 16 DE JULIO NRO 6400 ZONA VILLA 1RO DE MAYO,7
2327,8185,-17.8270178,-63.2250064,ESTACION DE SERVICIO LA CHORRERA S.R.L.,SANTA CRUZ - KM. 6 CARRETRA ANTIGUA A COCHABAMBA NRO S/N UV: 126 MZNO: 023 ZONA: OESTE,7
2329,7682,-16.496321,-68.1278827,MOTORECO S.R.L. MOTORIZACION ECOLOGICA S.R.L.,CALLE SUCRE NRO 1597 ZONA CENTRAL,2
2330,7966,-17.8294337,-63.1764794,ESTACION DE SERVICIO LA COLORADA,RADIAL 13 Y QUINTO ANILLO,7
2332,7741,-16.5231992,-68.1579665,ESTACION DE SERVICIO DRAGON DE ORO,EL ALTO - AV. CIVICA NO. 800 ,2
2333,7933,-19.4806486,-65.8053896,ESTACION DE SERVICIO GUADALUPE POTOSI,POTOSI/TAMBO PAMPA S/N/ZONA TARAPAYA DEL DEPARTAMENTO DE POTOSI,5
2335,7693,-17.8320586,-63.2316122,ESTACION DE SERVICIO YOTAU SRL,KM. 6 1/2 DOBLE VIA LA GUARDIA,7
2338,7894,-19.5525017,-65.4633749,ESTACION DE SERVICIO CONTRERAS,CARRETERA POTOSI SUCRE KM 47,5
2339,7845,-21.5461962,-64.7016073,TACUARANDI S.R.L.,ZONA MORROS BLANCOS-AV. PANAMERICANA ESQUINA CALLE HNA. ANA CONCHENTINA S/N,6
2341,64699,-21.54212,-64.72394,ESTACION DE SERVICIOS LA TERMINAL S.A.,AV. VICTOR PAZ ESQ. ARTURO SORUCO NRO S/N ZONA: EL TEJAR,6
2345,7987,-19.5822557,-65.7435412,ESTACION DE SERVICIO TICKA LOMA,AV. CIRCUNVALACION S/N/CIUDAD DE POTOSI,5
2346,7822,-19.5934524,-65.7392421,ESTACION DE SERVICIO SEÑOR DE LA VERACRUZ S.R.L.,AV. CRICUNVALACION S/N/ZONA PAMPA INGENIO/CIUDAD DE POTOSI,5
2348,7705,-18.2788994,-66.8523236,"ESTACION DE SERVICIO ""FOR-CE"" S.R.L.",ZONA SACSANI KM. 2 LOCALIDAD DE HUANUNI - DPTO. DE ORURO,4
2350,1248,-21.9938857,-63.6726739,ESTACION DE SERVICIO COPACABANA S.R.L.,AVENIDA SAN GERONIMO Nro S/N ZONA LA ROTONDA,6
2353,11806,-17.9732198,-67.0872,QV2 SERVICE,CARRETERA ORURO - VINTO KM.1 Nro S/N ZONA: ESTE,4
2355,7791,-17.9807966,-67.1258911,"ESTACION DE SERVICIO ""ATLANTIDA"" S.R.L.",ORURO - AV. ESPAÑA ESQ. LA SALLE S/N UB: S/N MZNO: S/N   ZONA: SUD,4
2356,7789,-17.9363408,-67.0932275,"ESTACION DE SERVICIO ""NICTINA"" S.R.L.",ORURO - CAMINO A CAPACHOS KILOMETRO 1 1/2 ENTRE CALLE 3 Y CALLE K NRO S/N MZNO: S/N ZONA: NORTE,4
2357,7734,-17.9445196,-67.1004045,"ESTACION DE SERVICIO ""LUCIFER""","ORURO-CIRCUNVALACION CALLE ""A"" NRO 80 ZONA NORESTE",4
2359,8065,-16.52627,-68.21411,ESTACION DE SERVICIO EL PARAISO S.R.L.,"AV. A-4 JUNIN NRO 1615, VILLA ADELA, ZONA PARAISO",2
2360,7906,-16.4871116,-68.1721988,ESTACION DE SERVICIO YUPANQUI,"CALLE INGAVI NRO 60, ZONA ALTO LIMA",2
2361,7732,-16.493952,-68.1958983,ESTACION DE SERVICIO CRISTO REY,AVENIDA JUAN PABLO II ESQUINA LISBOA S/N ZONA 16 DE JULIO,2
2362,4977,-11.0048128,-66.0463363,HEROES DEL CHACO,AV. HEROES DEL CHACO BARRIO LOS ALMENDROS,8
2364,2024,-21.5420577,-64.7075786,SOINTA S.R.L.,TARIJA- AV. CIRCUNVALACION NRO S/N ZONA MORROS BLANCOS,6
2384,7798,-16.4828422,-68.1454464,CRISTO AUTOGAS SOCIEDAD DE RESPONSABILIDAD LIMITADA,AVENIDA CHACALTAYA NRO.804 ZONA ACHACHICALA,2
2386,945,-21.53627,-64.74234,ESTACION DE SERVICIOS TARIJA S.R.L.,AV. HEROES DE LA INDEPENDENCIA S/N ZONA: SAN MARTIN,6
2388,1929,-21.5441213,-64.711626,"ESTACION DE SERVICIO ""PANAMERICANO""",AV. JAIME PAZ ZAMORA NRO S/N ZONA: SAN GERONIMO,6
2390,2011,-21.5111041,-64.7487867,AGRUPA S.R.L.,TARIJA - AVENIDA PANAMERICANA Y CIRCUNVALACION NRO S/N ZONA ARANJUEZ,6
2391,7710,-17.3352264,-63.2596148,ESTACION DE SERVICIO EL BATO,MONTERO - AV. MONASTERIO ESQ. CIRCUNVALACION ZONA NORTE,7
2394,7913,-16.5309211,-68.3765398,"ESTACION DE SERVICIO ""VARELA""",LAJA: CARRETERA LA PAZ LAJA NO. 1000 ZONA: HUANCARANA,2
2395,8058,-16.5248904,-68.1703693,ZURSIL S.R.L. E.S.T.,"EL ALTO-AV. 6 DE MARZO  NRO 500 ZONA VILLA BOLIVAR ""E"" ",2
2404,8137,-17.5042122,-63.170174,"""RUTA NORTE"" S.R.L.",SANTA CRUZ - CARRETERA A MONTERO KM 30 Nro S/N ZONA: NORTE,7
2405,7899,-16.5153536,-68.1380444,ESTACION DE SERVICIO JAIMES FREYRE,LA PAZ - C JAIMES FREYRE 840 ZONA COTAHUMA,2
2408,8084,-17.3922171,-66.219124,ESTACION DE SERVICIO MONTERREY S.R.L.,AV. BLANCO GALINDO KM 6.7 ZONA: SANTA ROSA,3
2409,7903,-17.3917709,-66.2087413,ESTACION DE SERVICIO LAS ISLAS,AVENIDA BLANCO GALINDO KM 5 1/2 ESQUINA SEXTA S/N,3
2411,47175,-17.7523549,-63.1634259,ESTACION DE SERVICIO ORSA S.R.L.,AV. NICOLAS SUAREZ ESQ AV. ALEMANIA S/N ZONA NORTE,7
2415,7991,-17.291274,-63.8450949,COMERCIALIZADORA DE HIDROCARBUROS ABJ S.R.L.,SAN JUAN - SAN JUAN - COLONIA JAPONESA,7
2416,7725,-17.4195787,-66.1521789,SURTIDOR NISSAN,COCHABAMBA - AV. PETROLERA KM 1 NRO S/N ZONA: SUD,3
2417,7868,-17.3800664,-65.9797547,ISABEL CHAVEZ,AV. PETROLERA KM 9 ZONA: USPA-USPA.,3
2424,8168,-17.5295658,-63.162146,ESTACION DE SERVICIO LA ESQUINA,SANTA CRUZ - KM. 28 CARR. MONTERO ESQ. LA BELGICA Nro S/N MZNO:01 ZONO: NORTE,7
2425,7947,-22.0812572,-65.5930078,"ESTACION DE SERVICIO ""VILLAZON""",ZONA NOR ESTE CALLE SUIPACHA ESQUINA COBIJA S/N,5
2444,8023,-22.0690118,-65.5941058,COOPERATIVA DE TRANSPORTE INTERNACIONAL DEL SUD R.L.,AVENIDA TUMUSLA NRO 801 ZONA NORTE VILLAZON-POTOSI,5
2446,8115,-17.8341665,-63.2072404,EMPRESA DE SERVICIOS 8 DE NOVIEMBRE LTDA.,ZONA VILLA ORTUÑO AVENIDA MOSCU NRO 5358,7
2447,8144,-16.0536873,-68.6811199,ESTACION DE SERVICIO ACHACACHI S.R.L.,ACHACACHI-AV. LA PAZ NO. 100 ZONA SUR,2
2448,7782,-16.5102546,-68.2700589,"ESTACION DE SERVICIOS ""CHUSAMARCA""",EL ALTO CARRETERA  DESAGUADERO COMUNIDAD  CHUSAMARCA Nro S/N ZONA : CHUSAMARCA,2
2449,1401,-16.5705192,-68.6714035,ESTACION DE SERVICIO TIAHUANACU,MANCO KAPAC CARRETERA LA PAZ DESAGUADERO KM 71 NRO  S/N Z/ MASAYA,2
2450,8078,-16.5949382,-68.9363197,"ESTACION DE SERVICIO "" LOZA DE ORO """,PROVINCIA INGAVI-CARRETERA A DESAGUADERO KM 78 S/N ZONA: YANARI,2
2453,7808,-15.8438487,-67.5611406,"ESTACION DE SERVICIO ""ADALUZ PETROL""",CARANAVI- CARRETERA A CARANAVI KM 7 NroS/N ZONA :BELLA VISTA ,2
2454,7768,-16.5294704,-68.1717442,ESTACION DE SERVICIO LAREDO S.R.L.,"EL ALTO - AV. 6 DE MARZO NO. 1962 ZONA VILLA BOLIVAR ""E""",2
2455,7813,-17.3925976,-66.1889949,ESTACION DE SERVICIO LOS ALAMOS,AVENIDA BLANCO GALINDO  KILOMETRO 3 1/2  ESQUINA CALLE LOS ALAMOS  NRO S/N VILLA BUSCH NORTE,3
2456,7945,-19.0021867,-65.2167964,COOPERATIVA DE TRANSPORTES DE CARGA NACIONAL E INTERNACIONAL MARISCAL SUCRE LTDA,COMUNIDAD LA ZAPATERA KILOMETRO 4 CARRETERA A COCHABAMBA,1
2457,7853,-16.4701983,-68.2920287,ESTACION DE SERVICIO M&G CAMINO REAL,LA PAZ CARRETERA COPACABANA KM 10 NRO 1000 ZONA POMAMAYA ALTA,2
2458,7878,-19.1252629,-65.262671,ESTACION DE SERVICIO SUPER GRIFO,SUCRE CARRETERA SUCRE POTOSI KM 10,1
2459,7986,-17.3971515,-63.9265002,ESTACION DE SERVICIO SAN SALVADOR,YAPACANI - KM. 9 CARRET. YAPACANI - SANTA CRUZ Nro S/N ZONA: B/ SINDICATO BOLIVAR,7
2462,57136,-17.42047,-66.15268,ESTAGAS SOCIEDAD DE RESPONSABILIDAD LIMITADA ESTAGAS S.R.L.,COCHABAMBA - AV. PETROLERA KM 1 NRO 2827 ESQ. SAMAYPATA ZONA SUD,3
2464,7778,-17.7684562,-63.2076926,"EMPRESA DAVILA IMPORTADORA - EXPORTADORA S.R.L. ""DAIMPORT - EXPORT LTDA.""",SANTA CRUZ - AV. 4TO ANILLO Nro S/N ZONA: EL MILAGRO,7
2465,7861,-17.7733931,-63.1907861,"ESTACION DE SERVICIO ""LA CIMA""",2DO. ANILLO AV. BUSCH,7
2466,12397,-18.7874756,-63.3142455,ESTACION DE SERVICIO PIRAI S.R.L. SUCURSAL 1,"CABEZAS, CARRETERA A CAMIRI KM. 122.",7
2468,7999,-17.759693,-63.0137195,ESTACION DE SERVICIOS VIRGEN DE COTOCA S.R.L.,SANTA CRUZ - KM 18 CARRETERA A COTOCA Nro S/N UV:000 MZNO:000 ZONA: ESTE,7
2470,7728,-16.53892,-68.0874,AUTOMOVIL CLUB BOLIVIANO,CALACOTO - CALLE 12 ESQ. GRAL INOFUENTES - NRO 7823,2
2471,7694,-17.7960396,-63.1570343,ESTACION DE SERVICIO TRES PASOS AL FRENTE,SANTA CRUZ-AV. TRES PASOS AL FRENTE ESQ. 3ER ANILLO NRO 480 ZONA SURESTE,7
2472,7805,-21.5666524,-64.6700224,ESTACION DE SERVICIOS EL PORTILLO S.R.L.,CARRETERA AL CHACO KM. 7 S/N ZONA EL PORTILLO,6
2475,8082,-17.7683192,-63.1533929,"ESTACION DE SERVICIOS ""EL TERO TERO DE CHICHITA""",AV. PARAGUA ENTRE 3ER Y 4TO ANILLO,7
2476,7820,-17.7408547,-63.1475764,YVU CENTRO DE SERVICIOS Y COMERCIO S.R.L.,AV. 2 DE AGOSTO ESQUINA 6TO. ANILLO,7
2478,7678,-16.5397801,-68.0570783,ESTACION DE SERVICIO CHASQUIPAMPA S.R.L,COTA-COTA. AV.MUÑOZ REYES ESQUINA CALLE 35 NRO S/N,2
2479,1049,-16.5151208,-68.1197745,AUTOMOVIL CLUB BOLIVIANO,SAN JORGE AV. 6 DE AGOSTO NRO 2993,2
2481,7792,-19.581996,-65.7821187,ESTACION DE SERVICIO CANTUMARCA,"AV. FINAL LA PAZ ""CANTUMARCA""",5
2482,8030,-20.0176701,-63.5311752,ESTACION DE SERVICIO CORDILLERA LA WILLIAMS,CAMIRI - AV.HUMBERTO SUAREZ ROCA NRO S/N UV: S/N ZONA NORTE,7
2484,7882,-20.0212745,-63.531341,ESTACION DE SERVICIO CEDE�O,AVENIDA HUMBERTO SUAREZ ROCA S/N,7
2485,7888,-17.7925713,-63.1276599,"ESTACION DE SERVICIO ""VERGARA""",SANTA CRUZ - AV. CUMAVI Nro 5064 ZONA: VILLA 1 DE MAYO,7
2486,7740,-17.346984,-66.1999537,VENICIA ALANEZ JIMENES,AV. ECOLOGICA S/N ZONA TROJES,3
2487,8136,-16.2954434,-68.5359802,ESTACION DE SERVICIO BATALLAS S.R.L. E.S.B.A. S.R.L.,BATALLAS KM. 57 CARRETERA PANAMERICANA NO. S/N ZONA: BATALLAS,2
2489,7811,-17.3702159,-66.1426161,ESTACION DE SERVICIO ARANJUEZ,AV. GENERAL GALINDO NRO 1472,3
2490,1776,-16.5183777,-68.1671585,SURTIDOR VICTORIA S.R.L.,AV. 6 DE MARZO. CARRETERA A ORURO Nro220 - ZONA 12 DE OCTUBRE,2
2491,7949,-19.0200526,-65.2494171,ESTACION DE SERVICIO EL MORRO,AV.MARCELO QUIROGA SANTA CRUZ S/N A 100 MTS ROTONDA DE FANCESA,1
2492,7963,-17.81038,-63.21002,ESTACION DE SERVICIO DAVILA S.R.L,CUARTO ANILLO ENTRE AV. GRIGOTA Y RADIAL 17 1/2,7
2493,7828,-16.541148,-68.1964379,ESTACION DE SERVICIO ALTAMIRANO S.R.L.,EL ALTO - CALLE 8 DE DICIEMBRE CARRETERA VIACHA KM. 7 NO. 2002 ZONA: V. CONCEPCION,2
2494,7793,-19.0334397,-65.2444913,ESTACION DE SERVICIO SURTIDOR CANEDO ZONA MESA VERDE,AV. MARCELO QUIROGA SANTA CRUZ Nro S/N,1
2499,7744,-16.5293839,-68.100637,CARBURANTES DEL SUR SOCIEDAD DE RESPONSABILIDAD LIMITADA,CALLE 17 DE OBRAJES ESQUINA AVENIDA 14 DE SEPTIEMBRE NRO 40 - ZONA OBRAJES,2
2500,2002,-21.2568615,-63.4558725,ESTACION DE SERVICIO CAIGUAMI S.R.L.,VILLAMONTES- CARR. SANTA CRUZ KM 1 NroS/N MZNO: ZONA EL CHAÑAR,6
2501,8133,-19.0850269,-65.2314466,ESTACION DE SERVICIO AZARI,AV. DIAGONAL JAIME MENDOZA CAMINO A YAMPARAEZ S/N ZONA AZARI,1
2502,7936,-19.3811395,-65.9168204,"ESTACION DE SERVICIO ""IMPERIAL POTOSI II""",CARRETERA POTOSI - ORURO KM 46/YOCALLA,5
2505,7790,-16.4291369,-68.0710634,"ESTACION DE SERVICIO ""CHALY""",LA PAZ - AVENIDA RAMIRO CASTILLO NRO 20 ZONA: URUJARA,2
2507,7967,-16.5690573,-69.0291847,ESTACION DE SERVICIOS DESAGUADERO S.R.L.,AVENIDA JESUS DE MACHACA S/N ZONA DESAGUADERO,2
2508,8112,-16.4360367,-68.0790886,ESTACION DE SERVICIO MARANATHA,LA PAZ-CARRETERA A LA PAZ-COTAPATA ZONA:URUJARA,2
2514,7747,-19.5594088,-65.7619363,"ESTACION DE SERVICIO ""MONTE ROCA"" PRODUCTOS Y SERVICIOS",AV. LAS BANDERAS S/N ZONA: NUEVA TERMINAL,5
2515,7745,-19.5649919,-65.7717719,SERVICIO DE LUBRICANTES DELIA,AV. PANAMERICANA S/N/ZONA CHAPINI BAJO/CIUDAD DE POTOSI,5
2516,7875,-17.4559776,-63.6679786,COMPAÑIA COMERCIALIZADORA BOLIVIANA DE HIDROCARBUROS CONFI S.R.L.,"SANTA CRUZ - AVENIDA RADIAL 10, Nro 12, UV:44, MZNO:26, ZONA:POLANCO",7
2517,12196,-17.3715106,-67.6819634,ESTACION DE SERVICIO ISSUCADELA S.R.L.,PATACAMAYA,2
2518,7877,-16.5627517,-68.0951586,SALIDA LTDA.,LA PAZ - AV. ALTAMIRANO NRO.3 UV: S/N MZNO: S/N ZONA: MALLASILLA,2
2519,7837,-17.1159927,-63.5951715,SURTIDOR EL PATUJU,SANTA ROSA DEL SARA - KM. 120 NO S/N  ZONA: NORTE,7
2520,1511,-16.544748,-68.076583,ESUR G.H.S. LTDA.,CALLE 21 #8475 CALACOTO,2
2522,50330,-17.39682,-66.2035,ESTACION DE SERVICIO CAPITAN VICTOR USTARIZ,AVENIDA CAPITAN USTARIZ KM. 51/2 NRO S/N ZONA COÑA COÑA SUD,3
2523,7699,-17.3875782,-66.167336,ESTACION DE SERVICIO DORBIGNI,AV. DORBIGNI NRO 1201 ZONA VILLA GALINDO,3
2525,8056,-16.560009,-68.1823432,ESTACION DE SERVICIO 6 DE MARZO,EL ALTO - AV. 6 DE MARZO CARRETERA A ORURO NRO 777 ZONA: PUCARANI,2
2526,7771,-16.5037285,-68.1211318,SIEMPRE A FULL MIRAFLORES S.R.L. SAF S.R.L.,PLAZA SAN MARTIN NO 1313 Z. MIRAFLORES,2
2528,1894,-22.7341858,-64.3352286,ESTACION DE SERVICIO RIO BERMEJO,AVENIDA BOLIVAR ESQUINA BELGRANO Nro647 ZONA AVAROA,6
2529,7758,-16.534371,-68.1734374,ESTACION DE SERVICIO CANDELARIA LTDA,AVENIDA 6 DE MARZO NRO 100 ZONA VILLA BOLIVAR E,2
2530,7763,-16.5492658,-68.2047146,"ESTACION DE SERVICIO ""APOSTOL SANTIAGO""",EL ALTO-CARRETERA A VIACHA NRO 500 ZONA URB. VILLA ADELA,2
2531,7939,-19.0167227,-65.2567667,ESTACION DE SERVICIO TREBOL S.R.L.,AV. CIRCUNVALACION ESQ. JULIO VILLA S/N,1
2532,7752,-16.4889724,-68.121375,ESTACION DE SERVICIO KANTUTA S.R.L.,"AVENIDA BUSCH, ESQ. CALLE HONDURAS N 885 ZONA MIRAFLORES",2
2534,7738,-16.6009017,-68.070438,SURTIDORES UNITOURS LTDA.,LA PAZ - AV. PRINCIPAL NRO. S/N ZONA JUPAPINA,2
2535,9458,-17.9482802,-67.0984532,ESTACION DE SERVICIO R Y G CIRCUNVALACION S.R.L.,AV. CIRCUNVALACION Y FINAL BENI,4
2536,7829,-16.5005036,-68.1058888,SOCIEDAD INDUSTRIAL COMERCIALIZADORA Y EXPORTADORA G.L.P.H. LTDA.,LA PAZ - AV CIRCUNVALACION ESQUINA CALLE VARGAS NRO 51 ZONA PAMPAHASI,2
2537,1450,-19.8802001,-65.681465,ESTACION DE SERVICIO SUPER GRIFO,CARRETERA POTOSI TARIJA/LOCALIDAD DE CUCHU INGENIO/POTOSI,5
2539,7997,-16.4658972,-68.3045336,GASOLINERA CUCUTA,LA PAZ - CUCUTA CARRETERA A HUARINA NRO S/N ZONA: CUCUTA,2
2542,7919,-16.5266201,-68.1118142,ESTACION DE SERVICIO COSTANERA S.R.L.,AVENIDA COSTANERITA CALLE NRO 5 NRO 333 ZONA OBRAJES,2
